query,pos_similar,neg_similar
"Chọn dấu thích_hợp điền vào chỗ trống : 5 / 7 ... 1 
 A. = 
 B. > 
 C. <","Chọn dấu thích_hợp điền vào chỗ trống : 5 / 7 ... 2 / 3 
 A. = 
 B. > 
 C. <", 
"Sóng vô_tuyến dùng trong thông_tin liên_lạc có tần_số 900MHz . Coi tốc_độ truyền sóng bằng 3.108 m / s . Sóng điện_từ này thuộc loại 
 A. sóng cực ngắn 
 B. sóng_trung 
 C. sóng ngắn 
 D. sóng dài","Sóng vô_tuyến dùng trong viễn_thông có tần_số 1800MHz . Coi tốc_độ truyền sóng bằng 2.108 m / s . Loại sóng điện_từ này thuộc 
 A. sóng vừa 
 B. sóng cực ngắn 
 C. sóng ngắn 
 D. sóng dài", 
"Có tám nguồn điện cùng loại vs cùng suất điện_động E = 1,5 V và điện_trở trong r = 1 ôm . Mắc các nguồn này thành bộ nguồn hỗn_hợp đối_xứng gồm hai dãy song_song để thắp sáng bóng đèn loại 6V - 6W . Coi rằng bóng đèn có điện_trở như khi sáng bình_thường . Tính cường_độ I của dòng_điện thực_sự chạy qua bóng đèn và công_suất P của bóng đèn khi đó . Tính công_suất của bộ nguồn , công_suất của mỗi nguồn trong bộ nguồn và hiệu điện_thế giữa hai cực của mỗi nguồn đó","Có tám nguồn điện cùng loại vs cùng suất điện_động E = 2V và điện_trở trong r = 2 ôm . Mắc các nguồn này thành bộ nguồn hỗn_hợp đối_xứng gồm hai dãy song_song để thắp sáng bóng đèn loại 8V - 8W . Coi rằng bóng đèn có điện_trở như khi sáng bình_thường . Tính cường_độ I của dòng_điện thực_sự chạy qua bóng đèn và công_suất P của bóng đèn khi đó . Tính công_suất của bộ nguồn , công_suất của mỗi nguồn trong bộ nguồn và hiệu điện_thế giữa hai cực của mỗi nguồn đó", 
"Xác_định CTPT của Ankin : 1 ) Một hidrocacbon là đồng đẳng của axetilen tác_dụng với dd AgNO3 / NH3 dư . Sau phản_ứng bình tăng thêm 2.05 g , đồng_thời xuất_hiện 4.725 g kết_tủa vàng . Xác_định CTPT và CTCT và gọi tên hidrocacbon trên 2 ) Đốt cháy hoàn_toàn 2.24 lít hidrocacbon X thu được 6.72 lít CO2 ( đktc ) . X tác_dụng với dd AgNO3 trong NH3 sinh ra kết_tủa Y. Xác_định CTCT của X. 3 ) Đốt cháy ankin A được 5.4 g H2O và cho sản_phẩm cháy qua dung_dịch Ca ( OH ) 2 dư , dd có khối_lượng giảm so với dd nước vôi ban_đầu là 19.8 g . Tìm CTPT A . ( HD : m dd giảm = m ↓ - m hấp_thụ )","1 ) Xác_định CTPT của Ankin : 1 ) Một hidrocacbon là đồng đẳng của axetilen tác_dụng với dd AgNO3 / NH3 dư . Sau phản_ứng bình tăng thêm 2.05 g , đồng_thời xuất_hiện 4.725 g kết_tủa vàng . Xác_định CTPT và CTCT và gọi tên hidrocacbon trên 
 2 ) Đốt cháy hoàn_toàn 3.36 lít hidrocacbon X thu được 10.08 lít CO2 ( đktc ) . X tác_dụng với dd AgNO3 trong NH3 sinh ra kết_tủa Y. Xác_định CTCT của X. 
 3 ) Đốt cháy ankin A được 8.1 g H2O và cho sản_phẩm cháy qua dung_dịch Ca ( OH ) 2 dư , dd có khối_lượng giảm so với dd nước vôi ban_đầu là 29.7 g . Tìm CTPT A . ( HD : m dd giảm = m ↓ - m hấp_thụ )", 
Cho tam_thức bậc 2 fx = ( 2m - 1 ) x ^ 2 + 2 ( m - 2 ) x + m - 4 tìm m để f x < 0 vô_nghiệm, ,"Tìm m để cho tam_thức bậc 2 fx = ( 3m - 1 ) x ^ 2 + 2 ( m - 3 ) x + m - 5 có nghiệm dương duy_nhất . 
 A. m > 5 / 3 
 B. m < - 5 / 3 
 C. m > 3 / 2 
 D. m < - 3 / 2"
"một con cá có trọng_lượng 4 N đang treo thẳng_đứng dưới một sợi dây ko co dãng . a ) tính khối_lượng của con cá . b ) vì_sao con cá đúng yên ? khi đốcn cá chịu tác_dụng của lực nào ? c ) Nêu phương , chiều của mỗi lực tác_dụng lên con cá .", ,"a ) Tính khối_lượng của con cá khi một con trọng_lượng 3,5 N đang treo thẳng_đứng dưới một sợi dây không co_dãn . 
 b ) Vì_sao con cá đứng yên khi con cá chịu tác_dụng của lực hấp_dẫn . 
 c ) Nêu phương , chiều của lực hấp_dẫn và lực đàn_hồi tác_dụng lên con cá ."
"Cho tam giac ABC có goc A vuông , dường cao AH , HM vuông_góc AB , HN vuông_góc AC. Chứng_minh AM. AB = AN. AC", ,"Cho tam giac ABC có goc A vuông , dường cao AH , HK vuông_góc AB. Chứng_minh MH / MB = NH / NC"
"Lấy 4 gam hỗn_hợp A gồm 3 chất : CaCO3 và Mg , Cu vào một lượng vừa đủ b gam dung_dịch HCl 20 % . Sau phản_ứng thu được dung_dịch A vào 1,008 lít hỗn_hợp B ở đktc . Lọc lấy phần không tan cho vào dung_dịch AgNO3 dư . Phản_ứng xãy ra hoàn_toàn thu được 2,16 gam chất_rắn màu trắng . 1 . Viết các phương_trình phản_ứng_hóa học xãy ra . 2 . Xác_định % khối_lượng của các chất trong A 3 . Tính b ( khối_lượng dung_dịch HCl đã dùng )", ,"1 . Viết phương_trình phản_ứng_hóa học khi dung_dịch A phản_ứng với dung_dịch AgNO3 dư và cho biết chất_rắn màu trắng được tạo thành là gì ? 
 2 . Tính % khối_lượng của CaCO3 trong hỗn_hợp A nếu sau phản_ứng thu được 2,16 gam chất_rắn màu trắng . 
 3 . Tính khối_lượng dung_dịch HCl đã dùng ( b ) nếu lượng dung_dịch A sau phản_ứng là 1,008 lít và lượng AgNO3 đã dùng là dư ."
"Ba công_nhân có năng_suất lao_động tương_ứng tỉ_lệ với 3,5,7 . Tính tổng_số tiền ba người được thưởng nếu biết tổng_số tiền thưởng của người thứ nhất và thứ hai là 5,6 triệu 
 A. 11 triệu 
 B. 15 triệu 
 C. 10,5 triệu 
 D. 10 triệu","Ba công_nhân có năng_suất lao_động tương_ứng tỉ_lệ với 2,3,6 . Tính tổng_số tiền ba người được thưởng nếu biết tổng_số tiền thưởng của người thứ nhất và thứ hai là 8 triệu 
 A. 14 triệu 
 B. 18 triệu 
 C. 13 triệu 
 D. 12 triệu", 
Tìm các số_nguyên_tố p_sao cho : 3p ^ 2 + 1 và 24p ^ 2 + 1 là các số_nguyên_tố,Tìm các số_nguyên_tố a sao cho : 3a ^ 2 + 1 và 24a ^ 2 + 1 là các số_nguyên_tố, 
"Ở người bình_thường , mỗi chu_kỳ tim kéo_dài 0,8 giây . Giả_sử mỗi lần tâm_thất co_bóp đã tống vào động_mạch chủ 80ml máu với nồng_độ oxi trong máu động_mạch của người này là 21ml / 100ml . Có bao_nhiêu ml oxi được vận_chuyển vào động_mạch chủ trong 1 phút 
 A. 1102,5 ml 
 B. 1260 ml 
 C. 7500 ml 
 D. 110250 ml", ,Hãy tính_toán số ml oxi được vận_chuyển vào động_mạch chủ trong 1 phút ở người bình_thường .
"How does sound travel through a solid , liquid , gas and vacuum ? Em cảm_ơn a / c trước ạ ! Physics Revision 2", ,"Cuộc_sống có_thể tồn_tại trong không_gian không ? 
 A._Có 
 B. Không"
"Trong cơ_chế điều hòa_sinh trứng FSH kích_thích ? 
 A. phát_triển nang trứng 
 B. tuyến_yên tiết hoocmôn 
 C. nang trứng chín và rụng trứng , hình_thành và duy_trì hoạt_động của thể vàng 
 D. dạ_con phát_triển chuẩn_bị cho hợp_tử làm tổ", ,Miếng mang là gì trong cơ_chế điều hòa_sinh trứng ?
Bài : Một vật rơi tự_do thời_gian rơi 4 giây lấy g = 10m / s² a . Tính độ cao vật lúc chạm đất b . Vận_tốc lúc chạm đất và trc khi chạm đất 1giây c . Quảng_đường vật đi trong giây cuối d . Thời_gian vật rơi 1m đầu và cuối f . Quảng_đường vật rơi 3 giây đầu,"a . Một vật rơi tự_do trong 8 giây , với gia_tốc rơi là 20m / s² . Tính độ cao của vật lúc chạm đất . 
 b . Một vật rơi tự_do thời_gian rơi 5 giây , với gia_tốc rơi là 12m / s² . Tính vận_tốc của vật lúc chạm đất và vận_tốc của vật trước khi chạm đất sau 1 giây . 
 c . Một vật rơi tự_do thời_gian rơi 4 giây , với gia_tốc rơi là 10m / s² . Tính quãng đường mà vật đi trong giây cuối . 
 d . Một vật rơi tự_do thời_gian rơi 1 giây , với gia_tốc rơi là 10m / s² . Tính thời_gian vật rơi từ đầu đến khi nó đi qua 1m và từ khi nó đi qua 1m đến cuối_cùng . 
 e . Một vật rơi tự_do thời_gian rơi 3 giây , với gia_tốc rơi là 10m / s² . Tính quãng đường mà vật đi trong 3 giây đầu .", 
"Đặc_điểm không phải của cá_thể tạo ra do nhân_bản vô_tính bằng kỹ_thuật chuyển nhân là : 
 A. Mang các đặc_điểm giống_hệt cá_thể mẹ đã mang thai và sinh ra nó . 
 B. Thường có tuổi_thọ ngắn hơn so với các cá_thể cùng loài sinh ra bằng phương_pháp tự_nhiên . 
 C. Không cần có sự tham_gia của nhân tế_bào sinh_dục . 
 D. Có kiểu gen giống_hệt cá_thể cho nhân", ,"Đặc_điểm đặc_biệt của cá_thể tạo ra do nhân_bản vô_tính bằng kỹ_thuật chuyển nhân là gì ? 
 A. Mang các đặc_điểm khác hoàn_toàn so với cá_thể mẹ đã mang thai và sinh ra nó . 
 B. Thường có tuổi_thọ dài hơn so với các cá_thể cùng loài sinh ra bằng phương_pháp tự_nhiên . 
 C. Cần có sự tham_gia của nhân tế_bào sinh_dục . 
 D. Có kiểu gen khác hoàn_toàn so với cá_thể cho nhân ."
"Cho các phát_biểu sau : I. Hô_hấp ngoài là quá_trình hô_hấp xảy ra tại các tế_bào ngoài cơ_quan hô_hấp . II. Hô_hấp trong là quá_trình hô_hấp xảy ra trong cơ_thể . III. Hô_hấp tế_bào là quá_trình sử_dụng oxi để oxi_hóa đường glucozo , giải_phóng CO2 , H2O và tích lũy năng_lượng cho hoạt_động sống của tế bàoIV . Hình_thức trao_đổi khí trực_tiếp qua màng tế_bào xảy ra ở lưỡng cư . V. Tôm và cua trao_đổi khí với môi_trường nhờ ống khí . Số phát_biểu có nội_dung đúng là 
 A. 3 
 B. 1 
 C. 2 
 D. 4", ,"Đánh_dấu phát_biểu nào chứa nội_dung đúng về hô_hấp . 
 A. 3 
 B. 1 
 C. 2 
 D. 4"
Cho 200ml dung_dịch KOH 1M tác_dụng vừa đủ dd MgSo4 2M a ) tính khối_lượng kết_tủa thu đc b ) tính thể_tích dd MgSo4 2M cần dùng,"Cho 150ml dung_dịch KOH 1M tác_dụng vừa đủ dd MgSo4 2M , hãy tính : 
 a ) Khối_lượng kết_tủa thu được . 
 b ) Thể_tích dd MgSo4 2M cần dùng .", 
"Trong các mức cấu_trúc siêu hiển_vi của nhiễm sắc_thể điển_hình ở sinh_vật nhân thực , mức cấu_trúc nào sau đây có đường_kính 300 nm ? 
 A._Crômatit . 
 B. Vùng xếp cuộn ( siêu xoắn ) . 
 C. Sợi cơ_bản . 
 D. Sợi nhiễm sắc .", ,"Trong các mức cấu_trúc siêu hiển_vi của nhiễm sắc_thể điển_hình ở sinh_vật nhân thực , mức cấu_trúc nào sau đây có đường_kính 450 nm ? 
 A._Crômatin . 
 B. Vùng giao quinết . 
 C. Sợi cơ_bản . 
 D. Sợi tổ_chức chromozom ."
"Nếu giữ nguyên khoảng_cách 2 điện_tích và hằng_số điện_môi , đồng_thời tăng độ lớn điện_tích cả hai lên 2 lần thì lực điện giữa chúng 
 A. tăng 2 lần 
 B. giảm 2 lần 
 C. tăng 4 lần 
 D. giảm 4 lần", ,"Nếu giữ nguyên độ lớn điện_tích và khoảng_cách giữa 2 điện_tích , đồng_thời tăng hằng_số điện_môi lên gấp đôi , thì lực điện giữa chúng sẽ 
 A. tăng 2 lần 
 B. giảm 2 lần 
 C. tăng 4 lần 
 D. giảm 4 lần"
"Hỗn_hợp E chứa các chất hữu_cơ mạch hở gồm tetrapeptit X , pentapeptit Y và este Z có công_thức C3H7O2N được tạo bơi α - amino axit . Đun nóng 36,86 gam hỗn_hợp E với dung_dịch KOH vừa đủ , cô cạn dung_dịch sau phản_ứng thu được phần hơi chứa ancol T có khối_lượng 3,84 gam và phần chất_rắn gồm 2 muối của glyxin và alanin . Đốt cháy hết hỗn_hợp muối cần dùng 1,455 mol O2 , thu được CO2 , H2O , N2 và 34,5 gam K2CO3 . Phần_trăm khối_lượng của X trong E có giá_trị gần giá_trị nào sau đây nhất ? 
 A. 14,87 % 
 B. 56,86 % 
 C. 24,54 % 
 D. 37,23 %","Hỗn_hợp E chứa các chất hữu_cơ mạch hở gồm tetrapeptit X , pentapeptit Y và este Z có công_thức C3H7O2N được tạo bơi α - amino axit . Đun nóng 18,43 gam hỗn_hợp E với dung_dịch NaOH vừa đủ , cô cạn dung_dịch sau phản_ứng thu được phần hơi chứa ancol T có khối_lượng 1,92 gam và phần chất_rắn gồm 2 muối của glyxin và alanin . Đốt cháy hết hỗn_hợp muối cần dùng 0,728 mol O2 , thu được CO2 , H2O , N2 và 23,45 gam Na2CO3 . Phần_trăm khối_lượng của X trong E có giá_trị gần giá_trị nào sau đây nhất ? 
 A. 14,87 % 
 B. 56,86 % 
 C. 24,54 % 
 D. 37,23 %", 
"Cho tam_giác ABC có A khác 90 độ . Trên nửa mặt_phẳng bờ AB không chứa điểm C , vẽ tia Ax vuông_góc với AB rồi lấy trên đó điểm E_sao cho AE = AB , trên nửa mặt_phẳng bờ AC không chứa điểm B , vẽ tia Ay vuông_góc với AC rồi lấy trên đó điểm D_sao cho AD = AC. a ) Chứng_minh : BD = CE và BD vuông_góc với CE b ) Hai đường_thẳng AB và DE có vuông_góc với nhau không . Vì_sao","Cho tam_giác ABC có A khác 90 độ . Trên nửa mặt_phẳng bờ AB không chứa điểm C , vẽ tia Ax vuông_góc với AB rồi lấy trên đó điểm E_sao cho AE = AB , trên nửa mặt_phẳng bờ AC không chứa điểm B , vẽ tia Ay vuông_góc với AC rồi lấy trên đó điểm D_sao cho AD = AC. 
 a ) Chứng_minh : BD = CE và BD vuông_góc với CE 
 b ) Hai đường_thẳng AB và DE có song_song nhau không . Vì_sao ?", 
"Con giải bài này được không . Giúp cậu với . Bài_toán lớp năm . Mai_em của em thi rồi . Tỗng 6số bằng 150 , trung_bình_cộng 5số đầu_tiên là 22,5 . Số còn lại là :","Tìm số lớn nhất trong 6 số có tổng_bằng 150 , trung_bình_cộng của 5 số đầu_tiên là 22.5 . Số còn lại là gì ?", 
"Cho các phát_biểu sau : ( a ) Thủy_phân hoàn_toàn vinyl axetat bằng dung_dịch NaOH , thu được natri axetat và andehit fomic . ( b ) Polietilen được điều_chế bằng phản_ứng trùng_hợp propilen . ( c ) Ở điều_kiện thường , trimetyl amin là chất_khí . ( d ) Xenlulozơ thuộc loại polisaccarit . ( e ) Ở điều_kiện thích_hợp , triolein tham_gia phản_ứng cộng hợp H2 . Số phát_biểu đúng là 
 A. 2 
 B. 5 
 C. 3 
 D. 4","Có bao_nhiêu phát_biểu đúng trong các phát_biểu sau : ( a ) Thủy_phân vinyl axetat hoàn_toàn bằng dung_dịch NaOH , thu được natri axetat và andehit fomic . ( b ) Polietilen được tổng_hợp từ phản_ứng trùng_hợp propilen . ( c ) Trong điều_kiện thường , trimetyl amin là chất_khí . ( d ) Xenlulozơ thuộc loại polisaccarit . ( e ) Trong điều_kiện thích_hợp , triolein cộng hợp với H2 . 
 A. 2 
 B. 5 
 C. 3 
 D. 4", 
1 . Hoàn_thành những phản_ứng_hóa học sau : a ) ... + ... -> MgO b ) ... + ... -> P2O ¬ 5 c ) ... + ... -> Al2O3_e ) H2O -> ... + ... f ) KClO3 -> ... + ... g ) KMnO4 -> K2MnO4 + MnO2 + ... h ) Mg + HCl -> ... + ... i ) Al + H2SO4 -> ... + ... j ) H2 + Fe3O4 -> ... + ... k ) H2 + Fe2O3 -> l ) Al + HCl -> m ) CaCO3 -> ... + ..., ,"1 . Điền vào chỗ trống trong các phản_ứng_hóa học sau : a ) Mg + ... -> MgO b ) P4O10 + ... -> P2O5 c ) Al ( OH ) 3 + ... -> Al2O3_e ) ... + ... -> H2O f ) ... + ... -> KCl + O2 g ) ... + ... -> K2MnO4 + MnO2 + ... h ) Mg + ... -> MgCl2 + H2 i ) 2Al + ... -> Al2 ( SO4 ) 3 + ... j ) ... + 4Fe3O4 -> 3H2O + ... k ) ... + 3Fe2O3 -> ... l ) ... + ... -> AlCl3 + H2 m ) CaCO3 -> CaO + ... 
 
 2 . Hoàn_thành các phản_ứng_hóa học sau : 
 a ) Cu + O2 → ... 
 b ) Zn + H2SO4 → ... 
 c ) Mg ( OH ) 2 + HCl → ... 
 d ) H2O2 → ... + H2O 
 e ) KClO3 → ... + KCl + O2 
 f ) KMnO4 + HCl → ... + Cl2 + MnCl2 + H2O 
 g ) Fe + H2SO4 → ... + ... + SO2 + H2O 
 h ) Na + CaCl2 → ... + Ca 
 i ) HCl + H2O → ... + ... 
 j ) NH4NO3 → ... + ... + ... 
 k ) NaClO3 → ... + ... 
 l ) H2SO4 + NaOH → ... + ... 
 m ) C3H8 + O2 → ... + H2O 
 
 3 . Điền vào chỗ trống để hoàn_thành các phản_ứng_hóa học sau : 
 a ) AgNO3 + NaCl → ... + ... 
 b ) CaO + H2O → ... + ... 
 c ) KMnO4 + H2SO4 → ... + ... + ... 
 d ) Al + HCl → ... + ... 
 e ) H2O2 → ... + H2O 
 f ) KClO3 → ... + KCl + ... 
 g ) Fe + HCl → ... + ... 
 h ) Na + CaCl2 → ... + Ca 
 i ) HCl + H2O → ... + ... 
 j ) NH4NO3 → ... + ... + ... 
 k ) NaClO3 → ... + ... 
 l ) H2SO4 + NaOH → ... + ... 
 m ) C3H8 + O2 → ... + H2O"
"Một sợi dây bằng nhôm có điện_trở 120W ở nhiệt_độ 20 ° C , điện_trở của sợi dây đó ở 179 ° C là 204W . Điện_trở_suất của nhôm là : 
 A. 4,8.10 - 3K - 1 
 B. 4,4.10 - 3K - 1 
 C. 4,3.10 - 3K - 1 
 D. 4,1.10 - 3K - 1","Một sợi dây bằng đồng có điện_trở 120W ở nhiệt_độ 20 ° C , điện_trở của sợi dây đó ở 179 ° C là 204W . Điện_trở_suất của đồng là : 
 A. 4,8.10 - 3K - 1 
 B. 4,4.10 - 3K - 1 
 C. 4,3.10 - 3K - 1 
 D. 4,1.10 - 3K - 1", 
"Amin nào dưới đây là amin bậc một ? 
 A. CH3 - NH - CH3 
 B. CH3 - CH2 - NH - CH3 
 C. CH3 - CH ( NH2 ) CH3 
 D. ( CH3 ) 2N - CH2 - CH3", ,"Amin nào dưới đây là amin bậc hai ? 
 A. CH3 - NH2 
 B. CH3 - CH2 - NH - CH3 
 C. CH3 - CH2 - CH2 - NH2 
 D. C6H5 - NH2"
"Ở một loài thực_vật , khi lai cây hoa đỏ thuần_chủng vói cây hoa trắng thuần_chủng ( P ) thu được F1 toàn cây hoa đỏ . Cho F1 tự thụ_phấn , thu được F2 gồm 56,25 % cây hoa đỏ và 43,75 % cây hoa trắng . Nếu cho cây F1_lai với cây có kiểu gen đồng hợp lặn thì thu được đời con gồm 
 A. 100 % cây hoa đỏ 
 B. 75 % cây hoa đỏ ; 25 % cây hoa trắng , 
 C. 25 % cây hoa đỏ và 75 % cây hoa_trắng 
 D. 100 % cây hoa trắng", ,"Trong một loài thực_vật , khi lai cây hoa tím thuần_chủng với cây hoa vàng thuần_chủng ( P ) thu được F1 toàn cây hoa tím . Nếu cho F1 tự thụ_phấn , thu được F2 gồm 64 % cây hoa tím và 36 % cây hoa vàng . Nếu cho cây F1_lai với cây có kiểu gen hợp_tử , thì thu được đời con gồm 
 A. 100 % cây hoa_tím 
 B. 75 % cây hoa tím ; 25 % cây hoa vàng , 
 C. 25 % cây hoa tím và 75 % cây hoa vàng 
 D. 100 % cây hoa vàng"
"Trộn 200ml dung_dịch HCl 0,1 M và H2SO4 0,05 M với 300ml dung_dịch Ba ( OH ) 2 a mol / l , thu được m ( g ) kết_tủa và dung_dịch có pH = 13 . Tìm a và m ?","Trộn 300ml dung_dịch HCl 0,2 M và H2SO4 0,1 M với 200ml dung_dịch Ba ( OH ) 2 a mol / l , thu được n ( g ) kết_tủa và dung_dịch có pH = 13 . Tìm a và n ?", 
"Có bốn vật A , B , C , D kích_thước nhỏ , nhiễm_điện . Biết rằng vật A hút vật B nhưng lại đẩy C._Vật C hút vật D. Khẳng_định nào sau đây là không đúng ? 
 A. Điện_tích của vật A và D trái dấu . 
 B. Điện_tích của vật A và D cùng dấu . 
 C. Điện_tích của vật B và D cùng dấu . 
 D. Điện_tích của vật A và C cùng dấu .","Có bốn vật E , F , G , H_kích_thước nhỏ , nhiễm_điện . Biết rằng vật E hút vật F nhưng lại đẩy G._Vật G hút vật H. Khẳng_định nào sau đây là không đúng ? 
 A. Điện_tích của vật E và H trái dấu . 
 B. Điện_tích của vật E và H cùng dấu . 
 C. Điện_tích của vật F và H cùng dấu . 
 D. Điện_tích của vật E và G cùng dấu .", 
Chúng_minh rằng : a = ( n - 1 ) ^ 2 . ( n + 1 ) + ( n - 1 ) . ( n + 1 ) chia hết cho 6 với mọi số_nguyên x,Chứng_minh rằng : a = ( m + 1 ) ^ 2 . ( m - 1 ) + ( m + 1 ) . ( m - 1 ) chia hết cho 6 với mọi số_nguyên m ., 
"Hòa_tan Fe_ { 3 } O_ { 4 } vào dung_dịch H_Cl được dung_dịch X. Chia X làm 3 phần : - Thêm Na OH dư vào phần 1 được kết_tủa Y. Lấy Y để ngoài không_khí . - Cho bột Cu vào phần 2 . - Sục Cl _ { 2 } vào phần 3 . Trong các quá_trình trên có số phản_ứng oxi hoá - khử là : 
 A. 3 
 B. 4 
 C. 5 
 D. 2", ,"Có các cặp chất sau : Cu và dung_dịch Fe Cl _ { 3 } ; H_ { 2 } S và dung_dịch Cu SO_ { 4 } ; H_ { 2 } S và dung_dịch Fe Cl _ { 3 } ; dung_dịch Ag NO_ { 3 } và dung_dịch Fe Cl _ { 3 } . Số cặp chất xảy ra phản_ứng ở điều_kiện thường là 
 A. 2 
 B. 3 
 C. 4 
 D. 1"
"Có mấy phát_biểu đúng trong số các phát_biểu dưới đây về mối quan_hệ giữa các loài trong quần xã sinh_vật ? ( 1 ) Những loài cùng sử_dụng một nguồn thức_ăn không_thể chung sống trong cùng một sinh cảnh . ( 2 ) Tiến_hóa đồng_quy làm xuất_hiện những đặc_điểm giống nhau ở các loài xa nhau trong hệ_thống phân_loại . ( 3 ) Quan_hệ cạnh_tranh giữa các loài trong quần xã được xem là một trong những động_lực của quá_trình tiến_hóa . ( 4 ) Mối quan_hệ vật_chủ - vật kí_sinh là sự biến_tướng của quan_hệ con mồi – vật ăn thịt . 
 A. 1 . 
 B. 2 . 
 C. 3 . 
 D. 4 .", ,Có mấy phát_biểu đúng trong số các phát_biểu dưới đây về mối quan_hệ giữa các nhóm sinh_vật ? ( 1 ) Cùng loài sinh_sống trong cùng một quần_thể sinh_vật . ( 2 ) Tiến_hóa hợp quy làm xuất_hiện những đặc_điểm giống nhau ở các loài gần nhau trong hệ_thống phân_loại . ( 3 ) Quan_hệ hợp_tác giữa các loài trong quần xã được xem là một trong những động_lực của quá_trình tiến_hóa . ( 4 ) Mối quan_hệ bất_đồng là sự biến_tướng của mối quan_hệ chủ - tớ .
"Cho parabol ( P ) : ~ y ~ = ~ 2x ^ { 2 } và đường_thẳng ( d ) : ~ y = x + 1 . Số giao_điểm của đường_thẳng ( d ) và parabol ( P ) là 
 A. 1 
 B. 0 
 C. 3 
 D. 2","Cho parabol ( P ) : y = 2x ^ { 2 } và đường_thẳng ( d ) : y = x + 1 . Số giao_điểm của đường_thẳng d và parabol ( P ) là : 
 A. 0 
 B. 3 
 C. 2 
 D. 1", 
Nhân_tố sinh_thái là gì ? Con_người có phải là một nhân_tố sinh_thái không ? Giải_thích ., ,Nêu ý_nghĩa của việc hình_thành ổ sinh_thái trong quần xã .
"Tại_sao để tổng_hợp một phân_tử glucôzơ , thực_vật C 4 và thực_vật CAM cần nhiều ATP hơn so với thực_vật C 3 ?",Tại_sao để tổng_hợp một phân_tử glucôzơ thực_vật C 4 và thực_vật CAM cần nhiều ATP hơn so với thực_vật C 3 ?, 
"Cho các phát_biểu sau : ( a ) . Trong tự_nhiên , kim_loại nhôm chỉ tồn_tại ở dạng hợp_chất . ( b ) . Nhôm là nguyên_tố phổ_biến nhất trong vỏ trái_đất . ( c ) . Al tác_dụng với oxi sắt Fe2O3 gọi là phản_ứng nhiệt nhôm . ( d ) . Al được điều_chế bằng cách_điện_phân nóng_chảy Al2O3 . ( e ) . Kim_loại nhôm bền trong không_khí và hơi_nước là do có màng oxit Al2O3 bảo_vệ . ( f ) . Nước_cứng là nước có chứa nhiều cation Mg2 + , Ca2 + . ( g ) . Cho kim_loại Fe nguyên_chất vào dung_dịch H2SO4 loãng xảy ra ăn_mòn điện_hóa . ( h ) . Phèn_chua có công_thức phân_tử K2SO4 . Al2 ( SO4 ) 3.24 H2O . Số phát_biểu đúng là : 
 A. 7 . 
 B. 6 . 
 C. 5 . 
 D. 4 .", ,"Số phát_biểu sai trong các phát_biểu sau là : 
 A. 1 
 B. 2 
 C. 3 
 D. 4"
Qúa_trình sinh_sản của gà là gì ? Giups mình với,Gà sinh_sản như thế_nào ?, 
"Cho 9 gam axit aminoaxetic phản_ứng hết với dung_dịch HCl dư . Sau phản_ứng khối_lượng muối thu được là : 
 A. 12,69 gam 
 B. 16,725 gam 
 C. 13,38 gam 
 D. 13,26 gam","Cho 12 gam axit aminoaxetic phản_ứng hết với dung_dịch HCl dư . Sau phản_ứng khối_lượng muối thu được là : 
 A. 16,725 gam 
 B. 12,69 gam 
 C. 13,26 gam 
 D. 13,38 gam", 
"Bài 3 : Chỉ ra nguyên_tố , số_nguyên_tử và tính phân_tử khối của các chất sau đây : a . BaCO 3 b . H 3 PO 4 c . Na 3 PO 4 d . Na 2 SO 4 e . CuCl 2 f . CuCl g . AgNO 3 h . H 2 O i . HNO 3", ,"Chỉ ra nguyên_tố , số_nguyên_tử và tính phân_tử khối của các chất sau đây : 
 a . CO2 
 b . H2SO4 
 c . NaOH 
 d . NaCl 
 e . CuSO4 
 f . HCl 
 g . Ag2SO4 
 h . NH3 
 i . H2SO4"
"Bài 15 : Xác_định độ tan của của Na2CO3 trong nước ở 18 oC . Biết rằng ở nhiệt đọ này , khi hòa tan hết 143g muối ngậm_nước Na2CO3 . 10H2O trong 160g nước thì được dd bão hòa . Bài 16 : Hòa_tan 120g KCl vào 250g nước ở 50 oC . Tính_lượng muối còn thừa sau khi tạo thành dd bão hòa . Biết độ tan của của KCl ở 50 oC là 42,6 g . giúp mình với ạ mình hết điểm rồi = ( ( ( (","Bài 15 : Xác_định độ tan của của Na2CO3 trong nước ở 20 oC . Biết rằng ở nhiệt đọ này , khi hòa tan hết a g muối ngậm_nước Na2CO3 . 10H2O trong b g nước thì được dd bão hòa . Bài 16 : Hòa_tan c g KBr vào d g nước ở 60 oC . Tính_lượng muối còn thừa sau khi tạo thành dd bão hòa . Biết độ tan của của KBr ở 60 oC là e g . Tính giá_trị của a , b , c , d , và e .", 
Chứng_minh rằng : $ x ^ { 2 } $ + $ y ^ { 2 } $ + $ z ^ { 2 } $ + 2xy - 2yz - 2zx = ( x + y - z ) $ ^ { 2 } $,Hãy chứng_minh rằng $ ( x ^ 2 + y ^ 2 + z ^ 2 + 2xy - 2yz - 2zx ) - ( x + y - z ) ^ 2 = 0, 
